age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
35;admin.;divorced;secondary;no;148;no;yes;cellular;8;jul;199;1;-1;0;unknown;no
52;services;married;secondary;no;431;no;no;cellular;26;aug;73;17;-1;0;unknown;no
25;technician;single;tertiary;no;777;yes;no;unknown;14;may;351;1;-1;0;unknown;no
29;management;married;tertiary;no;199;yes;yes;unknown;7;may;1689;4;-1;0;unknown;yes
35;technician;single;tertiary;no;3552;no;no;cellular;21;nov;267;1;-1;0;unknown;no
49;services;married;secondary;no;47;no;no;unknown;5;may;234;2;-1;0;unknown;no
41;admin.;divorced;secondary;no;3823;no;no;cellular;26;apr;234;10;-1;0;unknown;no
32;management;married;tertiary;no;138;no;no;cellular;20;aug;94;4;-1;0;unknown;no
29;admin.;single;secondary;no;1117;yes;no;unknown;8;may;77;2;-1;0;unknown;no
28;blue-collar;married;secondary;no;1325;yes;no;cellular;15;may;242;1;-1;0;unknown;no
59;retired;married;secondary;no;0;no;no;cellular;18;jul;247;4;-1;0;unknown;no
34;entrepreneur;married;tertiary;no;4343;no;no;unknown;9;jun;85;4;-1;0;unknown;no
55;management;divorced;tertiary;no;1598;no;no;cellular;22;aug;607;4;-1;0;unknown;no
34;management;married;tertiary;no;3301;yes;no;cellular;17;jun;485;2;227;4;failure;yes
24;student;single;secondary;no;822;no;no;cellular;27;oct;184;1;91;2;failure;yes
42;technician;divorced;secondary;no;-280;yes;no;unknown;26;may;258;1;-1;0;unknown;no
34;management;single;unknown;no;1534;yes;no;cellular;16;apr;156;1;147;7;other;no
34;admin.;married;secondary;no;1671;no;no;unknown;21;may;160;1;-1;0;unknown;no
51;self-employed;married;tertiary;no;2007;no;no;unknown;16;jun;1021;1;-1;0;unknown;no
58;blue-collar;married;primary;no;0;yes;no;cellular;31;jul;5;25;-1;0;unknown;no
44;technician;married;secondary;no;2776;yes;no;cellular;27;jan;701;1;-1;0;unknown;yes
33;blue-collar;married;secondary;no;139;yes;yes;cellular;18;may;732;2;291;5;failure;yes
34;management;married;tertiary;no;573;no;no;cellular;10;aug;122;1;-1;0;unknown;no
34;admin.;married;secondary;no;475;yes;no;unknown;7;may;559;1;-1;0;unknown;no
42;blue-collar;divorced;secondary;no;47;yes;yes;unknown;8;may;141;1;-1;0;unknown;no
46;management;single;tertiary;no;2154;yes;no;cellular;21;jul;87;4;-1;0;unknown;no
31;self-employed;single;tertiary;no;96;no;no;cellular;5;feb;577;1;-1;0;unknown;no
39;entrepreneur;married;tertiary;no;83;yes;no;cellular;11;jul;193;2;-1;0;unknown;no
34;management;single;tertiary;no;6766;no;no;cellular;28;aug;210;5;-1;0;unknown;no
47;technician;married;secondary;no;3973;no;no;cellular;6;aug;732;2;-1;0;unknown;no
42;services;divorced;secondary;no;372;yes;yes;unknown;6;may;121;2;-1;0;unknown;no
48;blue-collar;single;secondary;no;-552;no;yes;cellular;21;nov;150;2;-1;0;unknown;no
30;self-employed;single;tertiary;no;48;no;no;cellular;21;nov;140;1;-1;0;unknown;no
38;technician;married;secondary;no;7696;yes;no;cellular;20;nov;386;2;-1;0;unknown;no
24;services;married;secondary;no;4500;yes;no;cellular;11;may;733;2;-1;0;unknown;yes
34;technician;married;secondary;no;1;yes;no;cellular;19;nov;108;1;-1;0;unknown;no
46;management;single;tertiary;no;46;no;yes;cellular;17;nov;80;1;152;1;failure;no
32;admin.;divorced;secondary;yes;-18;yes;no;unknown;12;may;155;3;-1;0;unknown;no
46;services;married;secondary;no;451;yes;yes;cellular;13;may;389;4;-1;0;unknown;no
26;self-employed;married;tertiary;no;479;yes;no;cellular;9;feb;133;3;-1;0;unknown;no
42;blue-collar;married;secondary;no;0;yes;no;cellular;21;nov;328;6;-1;0;unknown;no
50;technician;married;secondary;no;1130;yes;no;cellular;23;jul;119;2;-1;0;unknown;no
41;blue-collar;married;primary;no;389;yes;no;unknown;16;jun;87;6;-1;0;unknown;no
34;admin.;single;secondary;no;10;no;yes;cellular;18;nov;162;1;173;3;failure;no
32;services;married;secondary;no;401;yes;no;unknown;15;may;294;2;-1;0;unknown;no
58;housemaid;single;tertiary;no;145;yes;yes;cellular;16;jul;128;2;-1;0;unknown;no
45;technician;married;secondary;no;115;yes;no;cellular;6;may;108;1;-1;0;unknown;no
28;admin.;single;secondary;no;89;yes;yes;cellular;6;feb;172;2;-1;0;unknown;no
35;technician;married;secondary;no;94;yes;yes;unknown;14;may;208;5;-1;0;unknown;no
39;services;married;secondary;no;1438;yes;no;unknown;20;may;212;2;-1;0;unknown;no
49;unemployed;divorced;tertiary;no;780;no;no;cellular;8;nov;148;1;871;2;failure;no
50;management;married;tertiary;no;207;yes;no;cellular;4;feb;99;1;-1;0;unknown;no
37;management;married;tertiary;no;238;no;no;cellular;3;feb;185;1;92;1;success;yes
45;blue-collar;married;primary;no;2433;no;no;cellular;6;aug;133;2;-1;0;unknown;no
30;housemaid;single;secondary;no;1924;no;no;cellular;6;feb;170;1;-1;0;unknown;no
48;unemployed;married;tertiary;no;-471;yes;no;unknown;19;may;668;7;-1;0;unknown;no
36;management;single;tertiary;no;1531;yes;no;cellular;8;may;81;3;170;1;failure;no
41;management;single;secondary;no;764;no;no;cellular;12;jun;230;2;-1;0;unknown;no
55;blue-collar;married;secondary;no;383;no;no;unknown;5;may;287;1;-1;0;unknown;no
70;retired;married;primary;no;3782;no;no;cellular;16;mar;618;1;-1;0;unknown;no
41;management;married;tertiary;no;326;yes;no;cellular;5;may;788;1;-1;0;unknown;yes
47;services;divorced;secondary;no;691;no;no;cellular;6;feb;285;6;-1;0;unknown;no
34;technician;single;secondary;no;0;no;no;cellular;21;aug;163;2;-1;0;unknown;no
33;management;single;tertiary;no;99;no;no;cellular;8;jul;159;1;-1;0;unknown;no
58;retired;married;secondary;no;502;yes;no;cellular;12;may;197;2;370;3;failure;no
51;management;married;tertiary;no;-15;no;no;cellular;25;jul;212;2;-1;0;unknown;no
45;management;married;tertiary;no;1929;yes;no;unknown;29;may;44;15;-1;0;unknown;no
55;admin.;married;secondary;no;0;no;no;cellular;23;sep;180;2;238;3;success;no
30;blue-collar;single;primary;no;185;no;no;unknown;26;jun;11;1;-1;0;unknown;no
33;management;single;secondary;no;-424;yes;no;unknown;26;may;863;1;-1;0;unknown;no
27;services;single;secondary;no;0;yes;no;unknown;7;may;388;7;-1;0;unknown;no
59;retired;married;secondary;no;319;yes;no;unknown;5;may;143;3;-1;0;unknown;no
34;management;single;tertiary;no;171;yes;no;cellular;7;may;191;1;294;1;failure;no
47;technician;divorced;tertiary;no;-1148;yes;yes;unknown;27;may;62;2;-1;0;unknown;no
44;blue-collar;married;primary;no;-11;yes;no;unknown;9;may;13;1;-1;0;unknown;no
35;admin.;single;secondary;no;0;yes;no;cellular;13;may;1073;1;-1;0;unknown;yes
45;management;married;tertiary;no;-206;yes;no;cellular;6;may;337;2;-1;0;unknown;no
42;blue-collar;married;primary;no;704;yes;yes;telephone;31;jul;88;10;-1;0;unknown;no
38;technician;married;secondary;no;1931;no;no;cellular;2;jun;167;1;298;10;other;no
34;technician;single;secondary;no;943;no;no;cellular;29;aug;96;4;-1;0;unknown;no
35;technician;married;secondary;no;327;yes;no;cellular;13;apr;537;3;-1;0;unknown;no
29;management;single;secondary;no;-105;yes;no;unknown;27;may;5;3;-1;0;unknown;no
58;retired;married;secondary;no;983;no;no;cellular;5;aug;139;1;-1;0;unknown;no
44;blue-collar;single;primary;no;787;yes;no;unknown;30;may;570;2;-1;0;unknown;no
45;entrepreneur;married;tertiary;no;0;yes;no;cellular;29;jul;100;3;-1;0;unknown;no
43;blue-collar;married;secondary;no;3060;yes;no;unknown;15;may;253;2;-1;0;unknown;no
44;services;married;secondary;no;5780;yes;no;cellular;1;apr;525;2;-1;0;unknown;no
30;technician;single;secondary;no;790;no;no;cellular;20;aug;696;3;-1;0;unknown;no
38;unemployed;married;tertiary;no;1449;no;no;unknown;26;may;535;6;-1;0;unknown;no
50;technician;married;secondary;no;1412;no;no;cellular;6;aug;131;3;-1;0;unknown;no
21;student;single;secondary;no;681;no;no;unknown;20;aug;6;1;-1;0;unknown;no
38;entrepreneur;married;tertiary;no;228;yes;no;cellular;5;feb;105;1;-1;0;unknown;no
42;admin.;married;secondary;no;0;no;no;unknown;19;jun;370;1;-1;0;unknown;no
45;technician;single;tertiary;no;2087;no;no;cellular;29;aug;29;14;-1;0;unknown;no
34;entrepreneur;married;secondary;no;2;yes;yes;cellular;5;may;184;1;167;6;failure;no
48;technician;married;secondary;no;197;no;yes;cellular;3;feb;47;2;222;3;other;no
34;services;married;secondary;no;0;no;yes;unknown;2;jul;193;4;-1;0;unknown;no
32;blue-collar;married;secondary;no;1905;yes;no;cellular;16;jul;709;2;-1;0;unknown;yes
35;technician;married;tertiary;no;118;no;no;cellular;6;aug;358;2;-1;0;unknown;no
39;entrepreneur;married;tertiary;no;2644;yes;no;unknown;20;may;253;1;-1;0;unknown;no
36;self-employed;married;tertiary;no;16430;yes;no;unknown;6;jun;197;3;-1;0;unknown;no
35;technician;married;secondary;no;13;no;no;cellular;22;aug;94;2;-1;0;unknown;no
57;services;divorced;secondary;no;14;no;yes;cellular;22;jul;445;2;-1;0;unknown;no
28;technician;single;secondary;no;769;yes;no;cellular;15;may;153;1;371;2;failure;no
43;admin.;married;unknown;no;3485;no;no;unknown;18;jun;113;1;-1;0;unknown;no
57;management;married;secondary;no;139;no;no;cellular;17;aug;80;1;-1;0;unknown;no
34;services;divorced;secondary;no;202;yes;no;unknown;15;may;318;1;-1;0;unknown;no
36;technician;married;tertiary;no;6;yes;no;cellular;27;jan;100;1;435;1;failure;no
47;management;divorced;tertiary;no;2515;no;no;unknown;20;jun;40;3;-1;0;unknown;no
36;management;divorced;tertiary;no;5195;yes;no;unknown;2;jun;55;25;-1;0;unknown;no
33;management;married;tertiary;no;2098;no;no;cellular;20;nov;67;1;-1;0;unknown;no
57;management;married;tertiary;no;320;no;no;cellular;7;aug;76;2;-1;0;unknown;no
57;management;married;tertiary;no;3431;yes;no;unknown;16;may;73;1;-1;0;unknown;no
34;admin.;married;secondary;no;50;yes;no;unknown;20;may;89;2;-1;0;unknown;no
51;housemaid;divorced;tertiary;no;370;yes;no;cellular;19;aug;109;3;-1;0;unknown;no
54;blue-collar;divorced;primary;no;-182;no;no;cellular;9;jul;98;1;-1;0;unknown;no
52;self-employed;single;tertiary;no;1623;yes;no;unknown;5;jun;21;17;-1;0;unknown;no
43;entrepreneur;married;tertiary;no;13342;yes;no;cellular;18;nov;465;1;-1;0;unknown;no
58;retired;single;primary;no;6570;no;no;cellular;21;jul;106;3;-1;0;unknown;no
53;admin.;married;secondary;no;225;yes;no;cellular;20;apr;304;1;340;1;failure;no
44;management;married;secondary;no;-665;no;no;cellular;30;jul;342;3;-1;0;unknown;no
29;management;single;tertiary;no;0;no;no;unknown;16;may;16;25;-1;0;unknown;no
27;services;single;secondary;no;54;yes;no;unknown;28;may;543;2;-1;0;unknown;yes
35;blue-collar;married;primary;no;46;no;no;cellular;8;jul;338;3;-1;0;unknown;no
40;self-employed;married;secondary;no;2;no;no;cellular;22;aug;197;5;-1;0;unknown;no
34;blue-collar;married;secondary;no;103;yes;yes;unknown;8;may;956;2;-1;0;unknown;no
38;admin.;single;secondary;no;883;yes;no;cellular;12;may;95;1;327;9;other;no
32;services;married;secondary;no;55;yes;no;unknown;15;may;546;9;-1;0;unknown;no
41;admin.;married;secondary;no;8238;yes;yes;unknown;30;may;124;4;-1;0;unknown;no
25;blue-collar;single;secondary;no;913;yes;no;cellular;7;jul;113;4;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;595;yes;no;cellular;7;may;245;3;-1;0;unknown;no
26;technician;single;secondary;no;7;yes;no;cellular;22;jul;188;2;-1;0;unknown;no
37;technician;single;tertiary;no;1661;no;no;cellular;19;aug;199;5;-1;0;unknown;no
30;management;married;tertiary;no;102;yes;no;cellular;5;apr;470;7;426;3;other;yes
36;services;married;secondary;no;338;no;no;unknown;14;may;90;1;-1;0;unknown;no
33;management;married;secondary;no;3132;yes;no;unknown;23;may;350;5;-1;0;unknown;no
33;admin.;single;tertiary;no;490;yes;no;cellular;7;may;31;1;363;2;failure;no
35;management;married;tertiary;no;2682;yes;no;cellular;9;jul;156;1;-1;0;unknown;no
24;services;married;tertiary;no;0;yes;no;unknown;27;may;299;1;-1;0;unknown;no
29;unemployed;married;secondary;no;596;no;no;cellular;30;jan;510;2;-1;0;unknown;no
54;blue-collar;married;secondary;no;2059;yes;no;cellular;25;aug;177;4;-1;0;unknown;no
27;admin.;married;secondary;no;132;no;no;cellular;13;oct;123;2;-1;0;unknown;no
34;management;married;secondary;no;0;no;no;cellular;2;feb;270;1;-1;0;unknown;no
39;blue-collar;married;primary;no;385;yes;no;unknown;16;may;225;4;-1;0;unknown;no
38;management;married;tertiary;no;223;no;no;cellular;28;jan;63;1;-1;0;unknown;no
37;management;married;tertiary;no;0;yes;no;unknown;3;jun;247;13;-1;0;unknown;no
26;services;single;secondary;no;512;yes;yes;cellular;30;jan;206;5;239;3;failure;no
36;entrepreneur;married;tertiary;no;1169;yes;no;unknown;6;may;168;2;-1;0;unknown;no
35;management;single;tertiary;no;71;yes;no;unknown;21;may;836;12;-1;0;unknown;no
30;management;single;tertiary;no;940;no;no;cellular;8;aug;131;2;-1;0;unknown;no
25;technician;single;secondary;no;-80;yes;yes;unknown;3;jun;89;1;-1;0;unknown;no
34;technician;married;secondary;no;0;yes;no;cellular;29;aug;116;4;-1;0;unknown;no
52;unknown;married;unknown;no;1317;no;no;unknown;12;jun;58;1;-1;0;unknown;no
39;admin.;married;secondary;no;179;no;no;unknown;6;sep;36;1;-1;0;unknown;no
34;management;married;secondary;no;1007;yes;no;cellular;21;jul;240;2;-1;0;unknown;no
34;management;single;secondary;no;0;no;no;cellular;22;aug;132;4;-1;0;unknown;no
30;services;married;secondary;no;1286;yes;yes;cellular;17;jul;544;1;-1;0;unknown;no
33;services;married;secondary;no;804;yes;yes;unknown;8;may;266;1;-1;0;unknown;no
30;student;single;secondary;no;4;no;no;cellular;4;feb;443;2;-1;0;unknown;no
51;blue-collar;married;primary;no;0;yes;no;cellular;10;jul;324;1;-1;0;unknown;no
36;services;single;secondary;no;417;yes;no;cellular;6;feb;15;10;207;3;failure;no
48;blue-collar;married;primary;no;1678;no;no;cellular;28;jan;263;2;-1;0;unknown;no
37;services;divorced;secondary;no;532;yes;no;unknown;11;jun;199;1;-1;0;unknown;no
58;management;married;secondary;no;407;yes;no;cellular;29;jul;145;2;-1;0;unknown;no
56;management;divorced;tertiary;no;659;no;yes;cellular;2;jun;56;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;393;yes;no;cellular;5;may;11;9;-1;0;unknown;no
33;admin.;divorced;secondary;no;661;yes;no;cellular;18;nov;411;1;173;2;other;no
26;services;single;secondary;no;0;no;no;cellular;29;jul;165;23;-1;0;unknown;no
40;management;single;unknown;no;838;yes;no;unknown;12;may;619;3;-1;0;unknown;no
35;services;married;secondary;no;195;yes;no;cellular;17;apr;203;1;-1;0;unknown;no
45;entrepreneur;married;secondary;no;68;yes;no;unknown;7;may;254;1;-1;0;unknown;no
37;technician;single;secondary;no;-242;yes;no;cellular;13;aug;1149;6;-1;0;unknown;yes
35;management;divorced;tertiary;no;321;yes;no;unknown;9;may;189;1;-1;0;unknown;no
43;services;single;secondary;no;3403;yes;no;cellular;12;nov;707;2;97;2;success;yes
28;blue-collar;married;secondary;no;8;yes;no;cellular;15;may;196;1;-1;0;unknown;no
32;blue-collar;divorced;secondary;no;739;yes;no;unknown;9;may;171;1;-1;0;unknown;no
26;unemployed;single;secondary;no;622;no;no;cellular;28;jan;1451;2;-1;0;unknown;yes
35;services;married;secondary;no;152;yes;no;unknown;2;jun;563;1;-1;0;unknown;yes
35;technician;single;secondary;no;2;no;no;cellular;11;aug;239;4;-1;0;unknown;no
39;blue-collar;married;secondary;no;1439;yes;no;telephone;28;jul;73;6;-1;0;unknown;no
42;blue-collar;divorced;secondary;no;1491;yes;no;cellular;6;may;203;2;334;2;failure;no
32;technician;single;secondary;no;6402;yes;no;cellular;6;may;158;1;167;1;success;no
30;unemployed;married;secondary;no;1210;no;no;cellular;9;jul;100;4;-1;0;unknown;no
26;management;single;tertiary;no;122;no;yes;cellular;8;jul;160;1;-1;0;unknown;no
30;student;single;secondary;no;0;yes;no;cellular;19;nov;661;1;-1;0;unknown;no
32;management;married;tertiary;no;62;yes;no;cellular;14;may;166;1;-1;0;unknown;no
47;services;married;secondary;no;3333;yes;yes;cellular;29;jul;114;2;-1;0;unknown;no
33;technician;married;tertiary;no;16992;yes;no;unknown;29;may;58;1;-1;0;unknown;no
57;blue-collar;married;primary;no;23;yes;no;telephone;31;jul;25;8;-1;0;unknown;no
35;admin.;married;secondary;no;0;yes;no;cellular;7;may;121;2;-1;0;unknown;no
53;technician;married;tertiary;no;6072;no;yes;unknown;16;jun;226;4;-1;0;unknown;no
24;retired;single;secondary;no;366;no;yes;unknown;16;may;234;2;-1;0;unknown;no
54;management;divorced;tertiary;no;0;no;yes;cellular;10;jul;88;1;-1;0;unknown;no
31;management;married;tertiary;no;1343;yes;yes;unknown;21;may;85;1;-1;0;unknown;no
41;entrepreneur;married;secondary;no;2105;yes;no;cellular;18;nov;134;1;-1;0;unknown;no
44;unknown;married;secondary;no;2319;no;no;cellular;4;aug;251;3;-1;0;unknown;no
35;services;single;secondary;no;35;yes;no;cellular;14;may;152;1;-1;0;unknown;no
30;management;married;tertiary;no;877;no;no;cellular;13;aug;202;1;83;5;failure;no
43;blue-collar;single;primary;no;30;yes;no;unknown;30;may;379;17;-1;0;unknown;no
51;entrepreneur;married;secondary;yes;-2082;no;yes;cellular;28;jul;123;6;-1;0;unknown;no
60;retired;married;secondary;no;89;no;no;cellular;30;apr;156;2;-1;0;unknown;no
43;self-employed;married;secondary;no;104;no;no;unknown;17;jun;332;1;-1;0;unknown;no
31;management;married;tertiary;no;1750;yes;no;telephone;14;may;90;3;-1;0;unknown;no
56;management;married;primary;no;772;yes;no;telephone;20;nov;291;1;-1;0;unknown;no
42;technician;married;secondary;no;1048;yes;no;telephone;6;feb;23;2;-1;0;unknown;no
52;entrepreneur;married;primary;no;592;no;no;cellular;21;jul;122;2;-1;0;unknown;no
40;technician;married;secondary;no;0;yes;yes;cellular;26;jul;105;2;172;1;failure;no
36;services;married;secondary;no;3064;yes;no;telephone;11;may;1143;4;-1;0;unknown;no
40;services;married;primary;no;33;no;no;unknown;26;may;70;3;-1;0;unknown;no
46;blue-collar;married;secondary;no;0;yes;no;cellular;8;may;264;2;-1;0;unknown;no
32;admin.;single;secondary;no;1649;no;no;cellular;27;may;204;2;-1;0;unknown;no
31;housemaid;single;tertiary;no;287;yes;no;cellular;19;nov;182;1;-1;0;unknown;no
41;technician;divorced;secondary;no;0;yes;no;cellular;17;nov;386;2;-1;0;unknown;no
58;housemaid;married;primary;no;419;no;yes;unknown;5;jun;295;3;-1;0;unknown;no
36;services;married;secondary;no;257;yes;no;cellular;12;may;86;2;-1;0;unknown;no
52;technician;married;secondary;no;118;no;no;cellular;28;aug;16;20;-1;0;unknown;no
42;management;married;tertiary;no;251;no;no;cellular;20;aug;413;2;-1;0;unknown;no
32;management;single;tertiary;no;1731;yes;yes;unknown;29;may;323;3;-1;0;unknown;no
62;management;married;tertiary;no;0;no;no;cellular;13;oct;78;3;-1;0;unknown;no
31;technician;single;tertiary;no;23;no;no;cellular;25;aug;121;3;-1;0;unknown;no
41;blue-collar;single;secondary;yes;-386;no;yes;cellular;20;nov;477;1;-1;0;unknown;yes
34;self-employed;married;tertiary;no;5498;no;no;cellular;19;nov;265;1;-1;0;unknown;no
44;management;single;tertiary;no;5063;no;no;cellular;27;oct;418;2;-1;0;unknown;yes
42;blue-collar;married;primary;no;7041;yes;no;cellular;28;jul;386;4;-1;0;unknown;no
37;entrepreneur;single;secondary;no;654;no;no;unknown;19;may;594;2;-1;0;unknown;no
47;management;married;tertiary;no;1890;no;no;cellular;8;jul;161;1;-1;0;unknown;no
32;unemployed;married;secondary;no;2400;yes;yes;cellular;5;feb;450;3;-1;0;unknown;no
46;blue-collar;married;secondary;no;519;yes;no;cellular;25;aug;217;6;-1;0;unknown;no
39;technician;single;tertiary;no;1190;no;no;cellular;8;aug;136;1;-1;0;unknown;no
28;services;single;secondary;no;229;yes;no;unknown;9;may;322;1;-1;0;unknown;no
26;student;single;secondary;no;203;no;no;cellular;16;nov;104;1;196;1;failure;no
52;technician;married;secondary;no;1818;no;yes;cellular;17;nov;189;2;111;4;failure;no
42;unemployed;married;secondary;no;1289;no;no;cellular;15;jul;250;4;415;2;failure;yes
33;technician;divorced;tertiary;no;39;no;no;cellular;19;aug;123;5;-1;0;unknown;no
73;retired;married;primary;no;796;no;no;cellular;23;oct;427;1;182;2;failure;yes
35;admin.;single;secondary;no;57;no;yes;cellular;8;jul;632;2;-1;0;unknown;no
40;management;married;tertiary;no;1548;yes;no;cellular;13;apr;101;3;-1;0;unknown;no
51;technician;married;secondary;no;117;no;no;cellular;24;aug;467;2;88;4;other;yes
